
		########################################
		#    ADC to memory transfer via DMA.   #
		########################################

Buffer 1:
========

 Index 	  Address         Value(h)        Value(d)     voltage (mV)
   1407	 0x200021e8       0x000092b9        37561           1891
   1408	 0x200021ec       0x00009c02        39938           2011
   1409	 0x200021f0       0x00009c07        39943           2011
   1410	 0x200021f4       0x00009c18        39960           2012
   1411	 0x200021f8       0x00009b4c        39756           2001
   1412	 0x200021fc       0x00009fe0        40928           2060
   1413	 0x20002200       0x00008b2a        35626           1793
   1414	 0x20002204       0x0000924a        37450           1885
   1415	 0x20002208       0x00009aa8        39592           1993
   1416	 0x2000220c       0x0000a0b8        41144           2071
   1417	 0x20002210       0x000087ac        34732           1748
   1418	 0x20002214       0x00007944        31044           1563
   1419	 0x20002218       0x00006671        26225           1320
   1420	 0x2000221c       0x000062cc        25292           1273
   1421	 0x20002220       0x000074df        29919           1506
   1422	 0x20002224       0x00007b1d        31517           1587
   1423	 0x20002228       0x000087af        34735           1749
   1424	 0x2000222c       0x00007798        30616           1541
   1425	 0x20002230       0x00006bef        27631           1391
   1426	 0x20002234       0x00007a68        31336           1577
   1427	 0x20002238       0x00008883        34947           1759
   1428	 0x2000223c       0x00007538        30008           1511
   1429	 0x20002240       0x0000792d        31021           1562
   1430	 0x20002244       0x000066d8        26328           1325
   1431	 0x20002248       0x000063b8        25528           1285
   1432	 0x2000224c       0x0000711f        28959           1458
   1433	 0x20002250       0x0000618c        24972           1257
   1434	 0x20002254       0x000052a4        21156           1065
   1435	 0x20002258       0x00004390        17296           870
   1436	 0x2000225c       0x000059ed        23021           1159
   1437	 0x20002260       0x00004ae9        19177           965
   1438	 0x20002264       0x00006001        24577           1237
   1439	 0x20002268       0x0000588f        22671           1141
   1440	 0x2000226c       0x000050ec        20716           1043
   1441	 0x20002270       0x000048db        18651           939
   1442	 0x20002274       0x00004020        16416           826
   1443	 0x20002278       0x00003d59        15705           790
   1444	 0x2000227c       0x00004cb4        19636           988
   1445	 0x20002280       0x00005c4f        23631           1189
   1446	 0x20002284       0x00006b1a        27418           1380
   1447	 0x20002288       0x000078d9        30937           1557
   1448	 0x2000228c       0x000067d8        26584           1338
   1449	 0x20002290       0x00006103        24835           1250
   1450	 0x20002294       0x0000543d        21565           1085
   1451	 0x20002298       0x00006438        25656           1291
   1452	 0x2000229c       0x00006ff8        28664           1443
   1453	 0x200022a0       0x00006500        25856           1301
   1454	 0x200022a4       0x00006faf        28591           1439
   1455	 0x200022a8       0x000065b0        26032           1310
   1456	 0x200022ac       0x00006b80        27520           1385
   1457	 0x200022b0       0x00007897        30871           1554
   1458	 0x200022b4       0x0000691f        26911           1355
   1459	 0x200022b8       0x00005ce8        23784           1197
   1460	 0x200022bc       0x00006674        26228           1320
   1461	 0x200022c0       0x00006230        25136           1265
   1462	 0x200022c4       0x00005180        20864           1050
   1463	 0x200022c8       0x00004678        18040           908
   1464	 0x200022cc       0x00005160        20832           1048
   1465	 0x200022d0       0x00004586        17798           896
   1466	 0x200022d4       0x00005265        21093           1062
   1467	 0x200022d8       0x00004485        17541           883
   1468	 0x200022dc       0x00005669        22121           1113
   1469	 0x200022e0       0x00005ea2        24226           1219
   1470	 0x200022e4       0x000059fe        23038           1160
   1471	 0x200022e8       0x00004b65        19301           971
   1472	 0x200022ec       0x00006090        24720           1244
   1473	 0x200022f0       0x0000550e        21774           1096
   1474	 0x200022f4       0x00006138        24888           1253
   1475	 0x200022f8       0x000052a0        21152           1065
   1476	 0x200022fc       0x00004300        17152           863
   1477	 0x20002300       0x00005b8c        23436           1180
   1478	 0x20002304       0x00006b99        27545           1387
   1479	 0x20002308       0x0000791d        31005           1561
   1480	 0x2000230c       0x000066a1        26273           1322
   1481	 0x20002310       0x000061b8        25016           1259
   1482	 0x20002314       0x0000547e        21630           1089
   1483	 0x20002318       0x000062b8        25272           1272
   1484	 0x2000231c       0x00007422        29730           1497
   1485	 0x20002320       0x00007e40        32320           1627
   1486	 0x20002324       0x000074dc        29916           1506
   1487	 0x20002328       0x00007c7c        31868           1604
   1488	 0x2000232c       0x00008188        33160           1669
   1489	 0x20002330       0x00006b18        27416           1380
   1490	 0x20002334       0x00007a78        31352           1578
   1491	 0x20002338       0x000088c8        35016           1763
   1492	 0x2000233c       0x00007538        30008           1511
   1493	 0x20002340       0x000078e1        30945           1558
   1494	 0x20002344       0x00006748        26440           1331
   1495	 0x20002348       0x0000627c        25212           1269
   1496	 0x2000234c       0x000074d8        29912           1506
   1497	 0x20002350       0x00007b7c        31612           1591
   1498	 0x20002354       0x00008540        34112           1717
   1499	 0x20002358       0x000084b8        33976           1710
   1500	 0x2000235c       0x00008898        34968           1760
   1501	 0x20002360       0x00007438        29752           1498
   1502	 0x20002364       0x00007c6b        31851           1603
   1503	 0x20002368       0x00008228        33320           1677
   1504	 0x2000236c       0x00008d68        36200           1822
   1505	 0x20002370       0x00008d61        36193           1822
   1506	 0x20002374       0x00008b88        35720           1798
   1507	 0x20002378       0x00009108        37128           1869
   1508	 0x2000237c       0x00007a2b        31275           1574
   1509	 0x20002380       0x00008900        35072           1766
   1510	 0x20002384       0x000074b1        29873           1504
   1511	 0x20002388       0x00007b28        31528           1587
   1512	 0x2000238c       0x0000852b        34091           1716
   1513	 0x20002390       0x00008708        34568           1740
   1514	 0x20002394       0x000079b2        31154           1568
   1515	 0x20002398       0x00006758        26456           1332
   1516	 0x2000239c       0x00005f60        24416           1229
   1517	 0x200023a0       0x000058b1        22705           1143
   1518	 0x200023a4       0x0000506f        20591           1036
   1519	 0x200023a8       0x00004ab8        19128           963
   1520	 0x200023ac       0x00003d98        15768           793
   1521	 0x200023b0       0x000049ec        18924           952
   1522	 0x200023b4       0x00003d3e        15678           789
   1523	 0x200023b8       0x00004dfc        19964           1005
   1524	 0x200023bc       0x0000576c        22380           1126
   1525	 0x200023c0       0x0000537b        21371           1076
   1526	 0x200023c4       0x000064db        25819           1300
   1527	 0x200023c8       0x00006d6d        28013           1410
   1528	 0x200023cc       0x000074f9        29945           1507
   1529	 0x200023d0       0x00007ab8        31416           1581
   1530	 0x200023d4       0x000087d9        34777           1751
   1531	 0x200023d8       0x0000754b        30027           1511
   1532	 0x200023dc       0x00007998        31128           1567
   1533	 0x200023e0       0x00006867        26727           1345
   1534	 0x200023e4       0x00005bcc        23500           1183
   1535	 0x200023e8       0x00006ad3        27347           1377
   1536	 0x200023ec       0x00007ad8        31448           1583
   1537	 0x200023f0       0x000087de        34782           1751
   1538	 0x200023f4       0x000077c4        30660           1543
   1539	 0x200023f8       0x00006b78        27512           1385
